7.76504e-05  0.523313  0.542198  1.85476e-05  5.14242e-06  0.000810432  0.670824  
0.650349  7.69843e-05  5.66584e-05  0.766541  2.1374e-05  0.000634558  3.52994e-06  
0.392884  4.53487e-05  1.45709e-05  0.921652  1.394e-05  4.12474e-05  4.49106e-06  
0.000165206  0.617066  8.7209e-05  2.14271e-05  1.30102e-05  8.98516e-06  0.7894  
9.20323e-05  1.16816e-06  0.553561  0.551683  6.66752e-05  0.626057  4.80986e-05  
4.9525e-06  4.0255e-05  0.374634  6.09033e-07  3.47079e-05  1.72672e-06  0.92766  
0.00021046  0.706326  0.000356877  0.727053  2.32576e-05  4.77367e-05  2.25135e-05  
0.482734  0.000174823  0.000184238  5.76255e-06  0.527343  4.82818e-05  0.701056  
1.53497e-06  0.00020701  0.908664  0.000171327  0.42211  3.23634e-06  1.67177e-05  
2.02328e-07  2.09322e-05  0.403396  1.78813e-06  8.99457e-06  0.915661  1.93695e-06  
0.651211  7.90479e-05  0.76708  5.98949e-06  2.14999e-06  0.000125334  7.8922e-05  
0.522538  0.597394  0.616208  2.72828e-06  1.24528e-05  6.21216e-06  4.02233e-05  
1.00736e-07  1.01078e-07  2.59575e-06  2.51925e-10  1.13388e-10  0.676321  0.739923  
9.02573e-11  7.05018e-09  6.42145e-08  1.28664e-06  9.43958e-07  0.87765  0.479819  
2.63332e-07  4.1968e-06  5.33651e-09  5.49967e-06  0.483469  0.591892  0.646708  
3.97757e-06  2.53698e-08  2.7447e-07  0.563069  0.523856  0.640012  2.85423e-06  
4.4559e-05  5.66419e-07  7.38463e-07  0.543582  0.505022  3.358e-05  0.672191  
5.0063e-07  0.000241501  2.19167e-05  0.51365  9.43619e-06  0.582532  0.637637  
7.73348e-05  0.538629  0.555627  7.57442e-07  9.49404e-06  0.634397  7.1852e-05  
2.57224e-05  0.863981  0.000305238  0.000222175  1.42676e-05  0.506833  3.82588e-05  
4.3744e-09  1.26004e-07  1.44715e-07  2.31741e-05  1.0006  8.63249e-07  1.03024e-07  
6.34798e-05  0.553712  2.24123e-05  3.79329e-06  0.526075  0.646132  0.000144365  
0.807934  1.29742e-05  7.86917e-06  7.67494e-05  3.92685e-06  2.37019e-05  0.591364  
9.53167e-05  1.40552e-06  0.510442  3.5923e-05  1.02383e-06  0.581307  0.634534  
0.659189  0.753619  7.73372e-05  2.77354e-06  9.20344e-05  5.9315e-06  2.95837e-06  
1.03785e-05  0.000189249  0.735735  2.19212e-05  0.683809  2.94791e-05  3.77839e-05  
3.00857e-07  2.4792e-09  5.85363e-06  0.871684  1.91834e-05  0.494804  6.68812e-06  
0.870777  0.498518  2.22638e-07  2.14802e-05  5.16632e-05  2.45586e-05  2.70389e-05  
1.2946e-08  1.06179e-07  7.64656e-07  0.62679  1.62745e-05  6.1448e-06  0.779869  
9.39284e-10  1.61427e-08  2.2134e-06  0.907166  0.422174  3.01318e-06  3.77202e-06  
0.879412  0.000588192  5.63071e-06  5.38932e-05  0.480672  1.68153e-05  1.57587e-05  
3.93981e-08  1.18049e-06  4.11419e-09  0.662008  1.47344e-05  0.752714  3.6207e-06  
1.21701e-08  2.10131e-10  2.06272e-05  0.733128  0.681929  4.60862e-06  5.17748e-06  
