0.371066  0.177831  0.914275  0.000953064  
0.954631  0.308601  0.00359319  5.37764e-05  
0.157383  0.000188247  0.969488  0.190383  
0.847727  0.204054  0.422772  0.247988  
0.188129  0.730031  7.48873e-05  0.657399  
1.14864e-05  2.04798e-06  0.987109  0.161792  
6.2958e-05  0.811809  1.78928e-06  0.58432  
0.184836  0.35924  0.917394  0.000103198  
8.50823e-08  0.887889  0.182104  0.427271  
0.189544  0.184561  0.940068  0.219404  
0.274275  3.83883e-06  3.82124e-05  0.962802  
0.00026133  0.357772  0.365677  0.860231  
0.190113  0.184007  0.378562  0.888386  
7.40819e-06  2.29296e-07  0.934092  0.366416  
2.83007e-05  0.133428  0.991507  2.33775e-05  
3.41592e-05  0.946634  0.32528  9.47979e-05  
0.000175868  0.31057  0.951103  0.00018034  
0.144497  6.95711e-05  0.99048  1.88921e-05  
0.593144  0.191744  0.782994  5.36453e-05  
0.215831  0.840043  0.430081  0.252696  
1.00154  6.54904e-05  1.61428e-05  1.21065e-05  
0.216351  0.81903  0.202356  0.491641  
0.403854  0.585899  6.2174e-05  0.704775  
0.000283359  0.774162  0.589405  0.23318  
1.37293e-05  0.389988  0.597678  0.701558  
0.894492  0.174052  7.81836e-05  0.414372  
0.623952  0.20147  0.206316  0.727233  
0.321339  9.99503e-06  0.159263  0.934763  
8.21256e-05  0.587655  0.398074  0.704671  
1.71088e-05  0.179647  0.737353  0.65202  
0.941433  0.182293  0.18672  0.219215  
0.598708  0.777925  0.197809  0.000680318  
0.793998  1.01843e-05  0.395015  0.463342  
0.968117  0.000545788  0.159324  0.194596  
6.13341e-05  0.575622  0.787841  0.230074  
0.159387  0.309128  8.04172e-05  0.937814  
0.210393  0.609709  0.209462  0.73684  
0.912094  0.351514  3.39209e-05  0.212705  
2.92989e-05  1.80062e-07  1.01474  1.06032e-06  
0.178348  2.28078e-05  0.529439  0.835393  
0.796224  0.388652  6.00662e-06  0.464443  
0.915286  0.177198  0.364952  0.00090899  
0.000233111  0.786082  0.401592  0.472362  
0.533244  4.78178e-06  0.176585  0.828516  
0.20034  0.777685  0.596576  3.79897e-06  
0.919893  0.358745  0.182712  0.00021141  
0.821395  0.000439544  3.70376e-05  0.573951  
0.592614  0.771863  8.35607e-05  0.231662  
1.12386e-07  0.118034  6.24206e-06  0.994108  
0.185415  0.885328  0.00249249  0.428086  
0.367497  0.356746  6.6813e-06  0.859099  
0.740335  0.182409  0.000112623  0.648926  
0.364566  3.79704e-05  0.362997  0.858171  
0.405459  0.785415  5.1259e-07  0.468179  
0.376238  0.908307  0.184141  7.76316e-07  
0.43153  0.840129  0.215783  0.249037  
0.430755  0.633234  0.644005  1.71112e-05  
1.51414e-05  0.520376  0.17737  0.836033  
0.483948  0.468924  0.478867  0.563544  
0.650285  0.627783  0.430667  8.80513e-06  
0.711439  6.95854e-05  0.704877  1.08651e-05  
0.435734  0.426166  0.214323  0.764515  
0.208254  0.201748  0.82526  0.48573  
1.4932e-06  5.36413e-08  0.2725  0.96229  
0.688082  0.441957  0.230093  0.529676  
0.460905  0.670046  0.228819  0.536187  
0.145275  0.989678  3.98926e-05  8.89307e-07  
0.373497  0.904103  1.33658e-05  0.217659  
5.87627e-05  0.639771  5.39249e-05  0.769742  
0.851112  0.413762  0.210344  0.248065  
0.671096  0.215537  0.661966  0.260303  
0.59813  1.91688e-05  0.395027  0.698656  
0.414042  0.399709  0.818114  9.51468e-07  
0.165017  0.157893  0.162536  0.961442  
7.27073e-05  0.927636  9.28297e-06  0.374093  
0.707905  0.459836  0.463152  0.272044  
0.741494  1.94145e-05  0.183459  0.647785  
0.000181807  0.447248  7.00356e-06  0.895266  
0.198974  0.580498  0.790483  1.09056e-05  
0.193477  0.937281  0.19104  0.223736  
0.120748  8.95625e-05  0.000746523  0.993134  
4.9075e-06  0.175642  0.895912  0.422863  
0.86051  2.99428e-05  0.510358  0.00022187  
0.400295  3.77523e-05  0.79492  0.466767  
0.476225  0.690846  0.470177  0.276553  
0.178777  6.01441e-06  0.890251  0.419648  
0.910846  0.000357106  0.362542  0.212146  
3.24787e-06  8.50345e-09  0.454527  0.891233  
0.166332  0.972367  0.166353  7.52787e-05  
9.37197e-06  6.95146e-09  0.120722  0.992899  
0.21917  0.423719  0.433789  0.766293  
1.26952e-05  0.135358  0.138055  0.981803  
1.01158e-06  0.357486  0.91393  0.216144  
3.88123e-07  0.700931  0.71556  1.15163e-05  
0.318135  9.81205e-06  0.949854  3.27425e-06  
0.162419  0.970718  3.92232e-06  0.178631  
0.399377  5.72845e-05  0.593576  0.69912  
5.26477e-06  1.64522e-07  0.647912  0.762429  
0.795354  0.573727  0.197478  1.88676e-05  
0.625496  0.608707  3.22026e-05  0.488965  
0.136466  1.35671e-05  0.135887  0.981957  
0.456751  0.222222  0.678135  0.531854  
1.38871e-05  0.96782  0.162384  0.194598  
0.822386  0.398251  0.4081  2.7859e-05  
0.518315  0.000630671  0.855801  0.000158348  
0.419756  0.810218  0.414949  0.000108209  
0.472328  0.457561  0.701708  0.276075  
1.05125e-05  0.319783  0.158586  0.935354  
0.646122  0.417386  0.639651  6.19025e-06  
0.892493  2.01548e-05  0.178463  0.419125  
1.51413e-06  1.01104  5.9529e-07  5.98828e-07  
5.17729e-06  0.15749  0.317151  0.935881  
0.996796  7.30607e-05  0.140981  9.93861e-05  
0.000255642  0.173079  0.530077  0.832133  
1.34559e-06  1.98848e-08  0.816857  0.577166  
0.165524  0.159341  0.97371  8.28054e-07  
9.65851e-06  0.267509  1.42415e-05  0.964747  
0.324354  0.946789  5.89268e-07  1.08694e-05  
0.828857  0.198477  0.204247  0.483307  
0.191001  0.370131  0.188704  0.889594  
0.435871  0.210752  0.431238  0.7623  
0.951098  2.99321e-05  0.311158  5.08085e-05  
0.650545  4.96209e-06  5.64873e-06  0.759734  
0.320867  0.156258  2.97115e-05  0.938565  
0.383574  0.184295  0.189015  0.89026  
0.225937  0.656282  0.67252  0.262777  
0.783695  1.26732e-05  0.579754  0.226282  
0.622153  0.000160036  0.616365  0.484086  
0.467043  4.05846e-06  7.39476e-06  0.90694  
0.208526  0.202238  0.6197  0.729934  
0.788361  0.57298  2.53419e-05  0.229383  
0.988376  5.89332e-05  0.000147648  0.153375  
5.55599e-05  0.506184  0.863099  9.55239e-05  
4.18288e-09  2.96201e-08  1.33061e-10  1.00394  
0.789563  0.189424  0.586993  0.00096011  
0.534087  0.174308  2.65414e-05  0.829761  
0.367407  0.000118803  0.905994  0.212299  
0.970329  0.155878  0.000128286  0.188783  
0.190522  0.000972288  0.736505  0.649849  
0.000354478  0.730249  0.187737  0.660659  
3.383e-07  0.610953  0.623704  0.48867  
0.000351753  0.15652  0.970015  0.188891  
0.718311  0.696222  0.000106989  1.88671e-05  
0.423749  0.206157  0.846937  0.247589  
0.866563  0.503707  3.65843e-05  0.000700037  
0.526704  0.850807  1.73821e-05  0.000264678  
0.000378086  0.90439  0.36996  0.215556  
0.932563  0.000142205  0.000125769  0.362985  
0.675541  0.655851  0.224037  0.262158  
0.683994  0.221343  0.451838  0.529017  
0.21505  0.414538  0.849341  0.248013  
6.58381e-05  0.388482  0.794972  0.468041  
0.974686  0.157625  0.160217  2.19015e-05  
8.23052e-06  0.991827  0.144096  0.000104054  
0.993175  0.135596  0.00222266  8.49522e-06  
0.179509  0.523288  4.5154e-05  0.834703  
0.2294  0.445293  0.682085  0.534584  
0.160334  3.1165e-05  0.317106  0.9358  
0.141226  0.137472  2.33152e-06  0.980878  
0.599008  0.386546  0.000200878  0.702232  
0.184249  0.91012  0.371729  1.26577e-05  
0.228543  0.670054  0.45775  0.53828  
3.56579e-06  0.852981  0.522934  3.09767e-06  
0.588631  5.90073e-05  0.775343  0.229758  
2.88532e-06  0.986362  4.47222e-06  0.169515  
0.00280933  0.667403  5.83129e-05  0.747689  
0.823029  1.33093e-05  0.525766  0.2267  
0.285535  0.81309  0.508683  0.000222208  
