7.34436e-06  1.00036  1.74821e-05  
0.862968  0.505681  5.15659e-06  
4.52288e-06  0.893179  0.451235  
0.283428  0.929896  0.234986  
0.950498  0.0960738  0.29599  
0.980052  0.179075  0.0889159  
0.280325  0.230435  0.931908  
8.15973e-07  4.17796e-09  1.00063  
0.980858  0.0891639  0.180812  
0.921503  0.321991  0.21806  
0.516608  1.04076e-06  0.8575  
0.993523  0.0803523  0.0821008  
0.372623  1.6986e-06  0.928148  
0.819177  0.563293  0.109019  
0.494508  0.542888  0.67927  
0.131599  0.214943  0.968782  
0.153665  0.628279  0.763179  
5.46113e-06  0.996086  0.0908297  
0.652195  2.06492e-08  0.758242  
0.494318  0.676694  0.547019  
0.986909  2.66324e-06  0.162898  
0.960937  0.196199  0.197325  
0.444805  0.243686  0.862303  
0.606448  0.249137  0.755249  
0.318854  0.785934  0.530055  
0.237396  0.971583  0.000304732  
0.64978  0.53414  0.541078  
0.477758  0.786502  0.397758  
0.638271  0.392877  0.662319  
1.72059e-06  0.811074  0.585407  
0.30195  0.371996  0.878362  
4.43589e-06  0.442864  0.896727  
0.119528  0.988151  0.0982076  
0.231066  5.69392e-08  0.974095  
0.920112  0.214933  0.327863  
2.01081e-06  0.947886  0.319109  
0.863868  0.355017  0.358942  
8.71456e-07  0.0870032  0.99951  
1.00043  1.42016e-06  7.56201e-06  
0.851689  0.232641  0.470013  
0.411509  0.904379  0.114275  
0.986728  0.172054  0.00745652  
0.561844  0.114653  0.819553  
1.17354e-05  0.980409  0.19772  
0.964139  2.7457e-06  0.266907  
0.951096  0.293212  0.0988473  
2.08479e-06  0.704115  0.710723  
0.70227  0.115571  0.702753  
0.925252  0.380248  7.41322e-06  
0.770368  4.17765e-06  0.637959  
0.923998  0.000118027  0.383187  
0.99784  0.075224  1.89195e-05  
0.771266  0.507966  0.384006  
0.44842  0.859034  0.247472  
0.899164  0.105416  0.425477  
0.32469  0.666207  0.672906  
0.707113  0.697573  0.117084  
0.257114  0.104923  0.960843  
0.303701  0.874531  0.379  
0.139169  0.926585  0.351524  
0.139614  0.344143  0.92871  
0.2602  0.960045  0.106434  
0.148134  0.487046  0.86109  
0.641304  0.656922  0.396813  
0.376628  0.926834  7.77561e-06  
0.519076  0.855116  1.78703e-05  
7.79673e-05  0.193729  0.981396  
9.1696e-07  0.577367  0.817321  
0.475196  0.389914  0.789154  
0.748241  0.615076  0.248998  
0.317342  0.522024  0.792036  
0.997525  0.000127419  0.0739254  
0.860498  7.78045e-07  0.510058  
0.110519  0.996475  0.000388141  
0.149119  0.759115  0.634319  
0.964851  0.263914  1.6824e-06  
0.772531  0.635239  1.21218e-05  
0.771215  0.379282  0.512  
0.121014  0.0982188  0.987931  
0.146232  0.856715  0.495466  
0.901306  0.423027  0.107815  
2.84407e-05  0.313424  0.949979  
0.856097  0.469709  0.236352  
0.563335  0.817865  0.118154  
0.746059  0.245158  0.619651  
0.817795  0.113305  0.564618  
0.412313  0.11276  0.91255  
0.609808  0.751271  0.252966  
0.108909  5.76165e-06  0.994198  
0.657515  0.757918  6.40533e-06  
0.130764  0.96776  0.217147  
0.822681  0.558092  0.109014  
