5.25776e-05  0.281316  0.634126  0.639717  0.345272  4.22731e-06  
0.233934  0.000354255  0.275861  7.7959e-06  0.89544  0.280868  
0.845025  8.08679e-05  8.0106e-05  5.29157e-05  0.538489  5.91424e-05  
7.47262e-05  0.25605  0.288352  0.877877  0.0002104  0.2939  
0.00010203  0.764165  0.000104693  0.58358  2.10746e-05  0.29296  
0.236806  0.250064  0.281675  0.000136724  0.89869  9.87145e-05  
0.186919  9.49735e-06  7.95103e-06  0.000364805  0.959326  0.224002  
8.33698e-05  0.242094  0.000426771  0.276031  0.887908  0.279617  
2.97746e-05  0.198282  0.223786  5.25469e-06  0.963674  0.000280444  
1.75906e-05  0.258344  0.867221  0.292224  0.313959  0.000245015  
0.312121  0.32532  0.731627  0.371259  0.00519554  0.368118  
4.65432e-05  0.514433  0.00113552  0.587261  0.63423  1.19743e-05  
0.508927  0.000209677  5.51916e-05  0.609656  0.000309744  0.611875  
0.226897  6.33033e-07  6.15223e-06  0.809902  3.22604e-06  0.54401  
5.04206e-06  2.60412e-06  0.220564  2.57906e-06  0.957528  0.225001  
6.79047e-05  0.4609  9.93688e-05  0.262503  0.850656  0.000121562  
0.448144  0.000440466  2.06958e-05  0.26782  0.856691  0.00033438  
0.245346  0.771603  0.000275141  9.1708e-06  0.000217582  0.588364  
0.616798  0.000402089  6.63054e-05  5.78926e-05  0.789212  3.29772e-05  
6.49866e-05  0.930452  5.1555e-05  0.265808  0.000272941  0.265903  
0.000151875  1.21644e-05  0.704295  1.08491e-05  1.98431e-05  0.715525  
0.244303  7.15746e-07  0.284822  0.887921  0.000202126  0.290199  
0.231871  4.86439e-05  0.538947  0.815194  1.52514e-05  4.14782e-05  
0.269814  0.00170088  1.35437e-05  0.636397  0.338671  0.639186  
0.835586  0.290989  0.00202747  0.330421  0.000106814  0.335176  
4.27623e-05  7.22159e-07  0.44566  0.89916  3.63499e-08  4.19317e-05  
0.306623  0.316976  0.357824  0.000286653  0.38499  0.736014  
0.828878  0.290182  6.271e-09  0.330669  0.354046  5.74344e-06  
0.235859  0.245619  2.16957e-05  0.27926  0.901041  4.87262e-05  
0.57738  0.303685  0.680929  0.00120542  6.1458e-05  0.343328  
0.762533  0.263351  0.597509  1.20653e-05  4.11647e-08  3.79304e-05  
0.292944  0.30535  0.00011496  0.350951  0.758447  0.355583  
0.92328  0.000108605  0.000166216  0.274025  0.000508058  0.279268  
0.539876  0.564982  0.637182  0.000559937  8.16405e-05  4.57633e-06  
9.24868e-05  2.4909e-05  0.000128243  0.894972  3.52726e-07  0.448537  
0.470833  8.06825e-05  0.277982  3.42791e-05  9.86045e-06  0.847281  
0.307416  0.32131  0.721159  0.367554  0.3962  0.000163759  
0.246964  0.774613  3.79282e-05  0.587679  2.77529e-05  0.000352301  
