0.418182  0.913937  4.51226e-05  0.000846548  4.16145e-05  
3.18816e-06  0.979773  0.207502  3.80332e-05  2.8187e-05  
0.278837  0.61974  0.651802  0.000176923  0.34621  
0.488748  0.000369338  7.43752e-05  0.821456  0.299146  
0.000170422  0.00019639  0.517792  0.25159  0.820971  
0.975457  0.00120598  0.223617  0.000556427  7.85719e-05  
0.594835  0.64784  0.346674  0.331645  0.000191584  
0.174738  0.00384685  0.985068  0.000114584  7.46687e-05  
0.000651253  0.223187  0.951347  0.230238  1.73365e-06  
0.264376  0.86832  0.303506  0.291939  1.45728e-06  
0.239362  0.784659  1.97779e-05  1.10578e-05  0.573948  
0.588278  0.32218  6.38531e-05  0.655805  0.357093  
6.38842e-05  0.440446  8.6514e-05  0.899848  5.25307e-05  
1.28727e-06  0.793627  0.000144609  0.536705  0.289524  
0.000221913  0.783813  0.553178  0.000279543  0.286182  
9.02497e-06  0.000165765  0.942442  0.228443  0.248548  
0.496299  0.814766  7.33286e-05  1.66678e-05  0.30161  
0.745927  0.00201359  0.286579  3.05827e-05  0.606939  
0.591342  0.323671  0.341317  0.658257  2.75978e-05  
0.287788  0.630479  0.334933  0.643525  3.88818e-05  
1.22794e-05  0.942716  0.247934  5.14102e-05  0.260992  
0.241591  0.797604  0.557366  4.00598e-06  7.40477e-05  
0.273245  0.298662  0.628787  3.40682e-06  0.665958  
2.7323e-06  0.982586  1.93552e-05  5.22291e-05  0.218568  
0.482609  2.96576e-05  0.831275  0.276622  0.000113985  
2.13647e-06  0.700744  2.54981e-05  0.71624  6.50331e-05  
0.258421  7.19347e-05  0.300161  0.864359  0.317342  
0.211411  0.2316  0.000233245  0.950552  3.91101e-05  
3.23218e-06  0.271699  0.870612  0.276544  0.305845  
3.55396e-06  1.89545e-05  0.271621  0.782821  0.570166  
0.379275  2.20977e-05  1.38706e-05  0.00052599  0.926379  
4.93866e-05  0.938236  0.000101568  0.238894  0.26326  
8.30452e-06  0.941082  0.248904  0.236675  9.46462e-05  
0.00117973  0.856754  0.306372  0.29126  0.308923  
0.252697  0.275897  0.875857  1.84858e-05  0.30672  
2.65408e-05  0.297888  0.625307  0.301848  0.660175  
0.541739  0.589599  8.77838e-05  0.602951  1.32683e-05  
0.205608  5.57108e-08  0.240034  0.949104  7.97012e-05  
0.000168595  0.793427  0.557723  0.267812  2.70261e-05  
3.0396e-05  1.00906  3.86473e-05  3.24372e-06  1.44081e-06  
0.249769  0.798359  0.00225148  0.549897  0.00340832  
0.855714  7.24179e-05  0.000164973  0.000521785  0.521868  
0.933853  0.253032  0.000393796  0.260936  8.07262e-05  
5.88104e-05  0.552449  2.1296e-05  0.565173  0.615779  
0.583448  0.319623  0.680047  0.317759  9.50254e-08  
7.27343e-06  0.250601  0.792203  3.73341e-05  0.561042  
8.92557e-08  1.64876e-05  5.23076e-05  1.86957e-06  1.00224  
0.925974  0.0001042  0.000155576  0.253531  0.287499  
0.500241  0.821237  1.11034e-05  0.279489  5.65016e-07  
4.08597e-05  1.11258e-07  0.79337  0.251948  0.556331  
0.262266  0.863453  6.15054e-05  0.294562  0.321251  
0.633519  2.02722e-05  1.11501e-05  3.92949e-05  0.775043  
9.24756e-05  0.281417  0.295368  0.859481  0.312293  
0.494191  0.269526  3.57842e-05  0.827271  1.65263e-06  
0.771408  0.280538  3.485e-05  0.574043  1.79324e-06  
0.240884  0.531465  2.61966e-05  0.813448  4.14498e-05  
9.51615e-06  0.545383  0.577843  1.77029e-05  0.61025  
0.56966  0.309724  0.000110383  0.319067  0.693221  
0.484347  0.266338  0.839995  3.6499e-05  6.58619e-05  
0.774957  0.560458  0.296914  0.000329033  1.70606e-07  
0.745765  2.2996e-05  0.000104546  0.278317  0.606668  
0.19623  9.21764e-06  7.1318e-06  0.218607  0.957548  
0.748121  0.274914  4.20284e-05  0.000263983  0.60626  
5.43135e-07  7.3835e-07  0.202862  0.982674  6.76878e-05  
1.70751e-05  0.191948  4.64496e-06  0.982252  1.71582e-06  
0.565292  0.309626  0.326051  0.000746342  0.692575  
0.243914  0.266967  8.68629e-05  0.271715  0.893481  
0.000995819  0.295534  0.318303  0.61255  0.672412  
0.210618  5.84806e-06  1.20553e-05  0.944768  0.258423  
0.774818  0.564945  4.02259e-05  0.287443  5.43048e-07  
0.408775  0.0004108  3.685e-06  0.913698  8.32447e-07  
9.35672e-06  0.255037  2.26544e-05  0.782068  0.569809  
0.576987  0.323631  0.665186  0.000182141  0.349507  
7.39849e-09  3.09586e-06  1.2918e-10  0.415931  0.910075  
1.49392e-05  0.563693  0.596407  0.575159  7.26994e-05  
0.000159823  0.89433  3.20125e-05  0.456254  8.47969e-06  
4.79916e-05  0.233051  1.39726e-05  0.940267  0.256889  
0.281351  0.0024581  0.650488  0.62769  0.33355  
1.69612e-06  0.260746  0.548553  0.796911  5.43492e-05  
0.000241204  0.777153  0.273143  2.46569e-05  0.57118  
0.000691681  0.602144  0.317364  0.307438  0.670809  
0.207605  0.227271  0.953438  0.000417411  4.71939e-05  
0.479534  1.00271e-05  0.829616  5.92394e-05  0.293189  
0.518856  7.68498e-07  5.86708e-05  0.578145  0.632277  
0.278261  0.609997  1.00742e-05  0.311018  0.678737  
0.585999  0.643095  0.339999  1.77571e-05  0.359245  
0.000223863  0.523968  4.18737e-05  0.803607  0.286653  
0.256458  0.280515  0.885975  0.28569  3.02025e-05  
1.92031e-05  4.68564e-06  0.982759  0.190418  5.27898e-08  
3.5242e-05  1.61321e-05  0.548007  0.789464  0.288383  
0.213339  0.949116  8.48778e-05  0.243059  0.00201435  
0.204825  0.000161895  0.951731  0.233559  0.000105299  
2.67252e-05  0.410258  0.000226667  2.27476e-05  0.915986  
7.27034e-06  0.245948  0.517124  2.73379e-06  0.820532  
0.269658  0.859108  0.304017  0.000184499  0.317776  
0.259397  0.283732  5.51103e-05  0.87117  0.316502  
2.71167e-06  0.496798  0.261342  9.46679e-05  0.830679  
2.35131e-07  0.000130007  0.807573  0.519046  0.28752  
3.6841e-05  0.177911  7.07907e-06  5.93592e-05  0.985967  
0.65678  0.359725  0.381232  0.368829  0.402747  
0.216462  0.94474  0.251385  0.000417197  3.43493e-05  
0.522814  0.57071  5.89074e-05  0.000122175  0.636408  
0.869413  0.000241425  0.500504  9.222e-06  1.08382e-05  
0.597228  0.651878  8.51167e-05  0.314114  0.359213  
4.13553e-07  0.000163335  0.689156  4.36786e-06  0.727835  
2.13219e-05  0.000501799  0.890985  3.3629e-05  0.471169  
0.243636  0.266514  0.282093  5.73339e-06  0.892467  
4.1413e-05  0.429792  0.907941  2.13548e-05  0.000144758  
0.398657  0.000172324  0.921288  2.21252e-05  4.64163e-06  
0.282688  0.306366  0.655996  0.63056  2.50228e-06  
0.00020665  0.984041  3.63735e-05  0.19947  3.93085e-09  
0.163289  4.27436e-05  8.19316e-06  4.51113e-06  0.99716  
0.215285  0.941625  4.41556e-05  0.000183757  0.261605  
0.924902  0.256242  4.21634e-05  0.000289635  0.282995  
3.67465e-08  9.87046e-06  0.225159  0.217729  0.951971  
0.930491  5.64245e-05  0.270164  0.251367  8.8009e-05  
0.17757  3.39315e-05  0.00100616  0.98514  2.11906e-05  
0.252477  0.000952054  0.874804  0.281166  0.307254  
1.09982e-05  2.26982e-08  4.56737e-05  0.674694  0.741102  
7.79957e-06  1.1612e-05  0.243565  0.937251  0.255388  
0.233916  9.77783e-06  0.540797  9.58382e-06  0.857631  
0.974405  8.28553e-06  1.21389e-05  7.39489e-06  0.238601  
0.49735  0.821368  0.28259  2.93142e-06  6.9175e-07  
0.833073  0.000249065  0.31864  0.304959  0.337211  
1.00251  2.94283e-05  1.30992e-06  3.71745e-05  1.10373e-05  
0.926703  0.000218219  0.256532  7.24733e-05  0.280524  
0.311606  0.342922  0.722725  0.346917  0.380906  
0.577684  0.00055695  0.664545  0.322066  0.351895  
2.40281e-06  0.777208  4.90012e-05  0.262039  0.575707  
0.000298032  0.688084  0.7268  8.51326e-05  7.71272e-07  
1.29243e-05  2.84002e-05  0.000237327  0.979028  0.213046  
0.000401003  7.42337e-05  0.186383  1.15357e-05  0.984687  
0.532687  0.583147  0.614802  3.17126e-05  0.000223592  
0.585047  6.78275e-05  0.337794  0.645999  0.362198  
0.46463  0.000538817  0.267479  0.000177413  0.847353  
9.70958e-07  1.34726e-05  0.719462  0.694921  1.67355e-05  
0.19463  0.214922  5.0625e-06  8.81444e-06  0.958467  
0.683405  0.747487  3.87907e-05  3.52388e-06  8.25715e-06  
7.057e-05  0.509091  0.813442  1.37056e-05  0.284245  
0.755929  5.94626e-05  0.582766  1.2953e-05  0.308541  
0.669223  0.000248562  0.00021363  0.744799  4.17489e-05  
0.00061766  0.230121  0.242892  0.943903  0.000905895  
3.17833e-05  0.000232758  0.902138  0.435588  2.32006e-06  
0.932065  0.254781  0.268933  5.00888e-05  1.75397e-05  
0.318469  0.697981  0.36922  0.357039  0.390651  
2.73912e-05  0.498858  0.000265141  0.251454  0.833019  
0.226022  0.000138963  0.000112061  0.50855  0.833643  
0.492164  0.000546983  0.284595  0.826106  4.31084e-05  
0.273687  0.608474  0.318374  0.000781625  0.676836  
0.318428  0.348031  0.367325  0.705527  0.385226  
0.767814  0.560526  3.76328e-05  0.000183243  0.31553  
3.47155e-06  0.527499  0.278237  0.807404  1.08185e-06  
1.64399e-07  4.50377e-06  0.979351  1.55197e-05  0.206087  
4.69325e-06  0.257609  0.813058  0.524735  4.2902e-05  
0.26727  0.00116975  0.630405  0.304031  0.666264  
0.565845  7.69277e-05  0.325898  0.314259  0.691792  
2.04827e-05  0.211788  0.222337  0.000391068  0.953722  
3.56286e-05  0.264784  0.278507  0.2699  0.88538  
0.262538  0.284773  0.300539  0.874802  0.000161715  
0.979404  0.000359346  3.39553e-05  0.218706  8.64346e-05  
0.987565  0.216543  2.66395e-06  0.00016813  3.36756e-05  
0.239128  0.000382869  0.551613  0.802781  0.000558767  
0.275264  0.30289  3.17728e-05  0.61689  0.674025  
1.10435e-05  0.608556  0.646796  0.315167  0.341329  
0.774688  0.000216957  0.001377  0.578106  0.314625  
0.236104  2.8419e-05  0.818357  0.526378  2.95522e-06  
0.287319  0.629513  0.651562  0.315777  3.89411e-05  
0.659046  1.36426e-05  0.761558  3.708e-05  0.000105075  
0.305084  0.333441  0.353046  0.340536  0.74726  
0.181454  0.98917  3.83664e-06  7.95242e-06  4.62549e-05  
0.228638  0.000206422  0.79767  0.000156319  0.562328  
7.31257e-07  1.06604e-05  0.572856  0.553391  0.6055  
0.761461  1.22646e-05  0.587807  0.276832  4.4902e-06  
0.000391849  0.187196  0.982768  0.000120736  0.000930124  
0.875086  2.63137e-05  6.46335e-05  0.48782  3.75995e-06  
6.47827e-06  0.247423  4.68372e-05  0.506048  0.831251  
0.841402  0.303412  3.85585e-06  0.310992  0.34097  
0.770987  0.281309  0.594007  0.000564156  9.62475e-06  
6.00507e-06  0.21378  4.00105e-06  0.218225  0.953307  
0.000217949  0.669424  2.80555e-05  1.6973e-05  0.747172  
0.198155  3.4369e-06  0.228491  6.67201e-06  0.969615  
0.000159518  0.000170227  0.426917  3.35252e-05  0.905782  
0.000452017  0.877022  3.34366e-05  2.13751e-05  0.488946  
0.529777  1.43547e-07  0.610454  0.589771  1.8481e-07  
0.275628  0.000122032  0.316305  0.612682  0.671095  
0.771112  2.71871e-06  0.294686  0.572563  2.10823e-05  
0.466255  0.255382  2.59413e-05  0.000408042  0.854705  
0.833402  0.300458  0.320622  5.90459e-05  0.344721  
2.66942e-07  3.10253e-07  5.48756e-07  1.00185  1.65751e-06  
1.53522e-10  6.12997e-07  6.49163e-07  0.180804  0.984079  
0.284563  0.621413  2.14242e-05  0.641792  0.351229  
0.244659  6.52941e-05  0.282658  0.271432  0.888698  
0.516497  0.000232744  0.592886  1.92326e-06  0.623648  
1.38741e-05  0.889247  0.469615  7.88828e-07  1.2534e-06  
0.206456  9.61924e-05  0.954335  2.97667e-06  0.252375  
0.000215661  0.516693  0.816167  0.262487  1.09157e-06  
4.06416e-10  7.17758e-08  1.00123  4.51781e-07  1.80612e-05  
0.877495  0.480473  5.11615e-05  3.94706e-05  7.77935e-06  
0.000116214  0.79668  0.280164  0.539968  9.39563e-05  
0.840168  0.306514  0.324785  0.313568  4.11663e-05  
1.40886e-05  0.618717  0.323062  0.62978  0.345863  
0.461555  1.31277e-05  6.53466e-05  0.25721  0.851264  
0.237451  0.518996  0.822588  5.97525e-05  1.17695e-06  
0.235312  6.83436e-06  0.000120009  0.788242  0.5707  
2.98334e-12  3.14487e-08  6.61728e-06  0.878301  0.480793  
6.9117e-07  6.13022e-05  0.460593  0.888702  1.5661e-05  
0.231789  0.499642  2.76874e-05  0.000584457  0.840037  
0.00016458  0.30433  0.641695  0.620891  0.339804  
2.13354e-05  4.6518e-05  0.260685  0.503591  0.825596  
