5.22432e-08  2.69294e-06  0.534398  1.30444e-05  0.588345  0.000311562  4.06119e-06  0.619214  
1.25996e-09  4.17321e-06  0.871317  3.98115e-05  4.08222e-06  0.493255  0.000133328  1.39386e-05  
0.000118492  7.61761e-07  8.03894e-07  0.409928  7.04456e-06  0.912447  2.80533e-05  1.0212e-05  
1.07856e-07  9.88146e-06  6.73443e-08  1.34847e-05  0.690814  4.37716e-06  3.85765e-06  0.726168  
0.527939  2.8319e-06  0.562649  1.66369e-05  9.85055e-05  0.639541  0.000160546  2.67038e-06  
0.535457  0.568261  3.79758e-05  4.28543e-05  0.626865  5.73476e-05  1.91514e-06  3.4725e-06  
9.25877e-06  7.09278e-07  0.628837  5.1278e-05  1.33815e-05  3.09523e-06  0.778142  1.56911e-05  
0.389776  0.000115817  3.658e-05  1.56139e-05  0.923034  0.00014248  7.03413e-05  2.29738e-06  
0.548946  4.86785e-06  0.586666  0.601159  2.50331e-06  6.53668e-05  1.64696e-05  9.69314e-06  
0.628155  0.00021678  0.000172872  2.50226e-05  3.43186e-06  5.10675e-06  2.01265e-06  0.781306  
8.12521e-05  0.542192  0.549789  3.46906e-06  1.88805e-05  0.000120499  4.36681e-05  0.636776  
9.34914e-07  9.50833e-06  0.00026279  0.538476  0.582062  3.14411e-05  5.14677e-06  0.612545  
0.507386  0.539578  0.000237337  3.06642e-05  7.85225e-05  1.16588e-05  0.673864  7.32838e-05  
2.0836e-06  0.528332  0.532957  0.000175602  7.23141e-06  1.05537e-05  0.663979  1.99598e-05  
0.530422  6.41384e-06  0.561833  0.000130627  0.637131  3.89238e-05  6.63671e-06  0.000112423  
1.44763e-07  2.99967e-06  0.377646  3.86121e-06  4.72444e-07  3.74884e-05  0.933961  8.79194e-06  
0.509212  0.00178966  0.543333  5.26613e-05  1.34168e-06  0.00014916  0.671546  7.03139e-05  
2.48489e-06  1.71446e-05  0.510067  1.02232e-06  2.68895e-06  1.97219e-05  0.629084  0.589408  
2.02814e-05  0.393606  0.000140437  9.55063e-06  7.15591e-07  2.01481e-05  2.90165e-08  0.920834  
1.04546e-05  1.02662e-06  1.06302e-05  6.91297e-06  0.407006  4.28055e-06  0.914773  3.12704e-06  
5.9575e-07  1.14369e-10  1.60076e-09  1.3492e-05  0.437464  0.899985  2.08257e-06  6.7652e-07  
0.550359  0.583524  0.000135705  0.599672  2.567e-05  6.83284e-05  9.62757e-05  2.3374e-06  
1.01017  7.69788e-06  3.67534e-05  7.98553e-06  9.09895e-07  2.56051e-05  2.05621e-05  2.30249e-06  
0.685496  7.37421e-05  0.731298  4.69514e-05  6.8497e-05  0.00010133  1.63551e-05  2.67837e-06  
1.36489e-07  9.0716e-06  2.22624e-07  0.636525  3.39169e-05  1.90858e-05  0.771783  1.81288e-05  
0.530495  0.000102931  0.000169107  0.579429  0.625275  1.23345e-05  0.00016532  8.78371e-05  
9.19058e-07  1.23409e-08  1.35604e-05  1.00499  3.78064e-06  1.17794e-05  9.00452e-06  5.11326e-07  
6.01885e-14  1.30883e-12  7.65476e-10  3.96167e-08  8.66357e-07  0.416198  0.910153  8.54905e-07  
2.66903e-07  4.39975e-09  7.23402e-09  4.54215e-07  7.84348e-05  0.879705  0.480466  7.66676e-06  
1.4958e-08  4.80859e-06  3.54677e-07  0.669117  2.35264e-06  0.74348  5.70021e-06  3.22468e-06  
0.523434  0.000132633  4.90186e-05  0.572735  1.00045e-05  0.633293  7.36166e-05  2.20449e-06  
5.26997e-05  0.854485  2.92775e-05  9.45021e-05  4.69057e-05  3.90849e-05  0.533246  1.80592e-05  
9.71684e-07  6.17843e-06  0.000136784  0.528995  0.57062  2.84627e-06  0.641145  7.70071e-06  
4.772e-05  0.868658  2.93496e-05  0.000100012  2.67266e-06  4.04854e-05  8.22793e-05  0.504323  
3.88051e-09  5.99617e-08  4.42303e-13  1.39581e-06  2.71451e-08  0.555234  0.606975  0.568835  
6.14712e-06  0.670309  0.000653216  1.86367e-05  0.744261  1.33372e-05  5.99076e-06  2.99147e-05  
6.75176e-08  1.51569e-08  1.84013e-11  6.71514e-13  1.04076e-05  1.00065  1.88943e-06  4.1106e-08  
2.18698e-07  1.19137e-05  2.01856e-07  0.881203  0.476977  6.45981e-06  1.11909e-05  8.34292e-07  
3.55763e-06  2.67144e-05  2.98648e-05  0.402912  8.35398e-06  3.93072e-06  3.97097e-06  0.91574  
7.33207e-11  1.59546e-09  6.43227e-06  4.29132e-05  0.665648  1.55997e-06  0.747584  8.22476e-07  
4.0278e-06  8.93983e-07  0.51811  2.38076e-06  0.570355  2.32294e-05  0.640121  1.3688e-07  
0.688812  0.731008  4.88643e-05  1.90403e-06  2.80837e-05  1.8261e-07  1.99445e-06  1.47879e-05  
1.15248e-06  8.37985e-06  0.44141  0.899171  7.53108e-06  1.19333e-05  5.44827e-05  2.24292e-06  
0.854938  0.000159887  2.65289e-05  5.37603e-05  8.0653e-06  1.05418e-05  8.97157e-06  0.530956  
2.19473e-06  5.37573e-06  5.12133e-06  0.661208  2.46228e-06  7.36227e-06  5.32807e-06  0.751803  
5.07069e-08  7.9228e-10  6.31954e-06  0.418781  0.909326  5.65003e-06  1.88234e-05  1.26605e-06  
5.06615e-06  1.01072  0.00032566  1.47019e-05  1.21049e-05  2.86779e-05  4.76471e-05  2.36189e-05  
5.39772e-09  1.18668e-05  0.866925  1.34993e-05  6.25059e-05  3.89694e-07  1.34404e-06  0.502057  
1.02465e-05  0.522631  4.19314e-05  1.92621e-05  3.68804e-05  0.595649  0.000180743  0.612703  
5.54794e-05  0.705591  0.712332  7.05995e-05  1.24002e-05  1.41001e-05  2.38954e-06  3.7652e-05  
1.3163e-05  1.35576e-05  0.53958  0.558128  0.00128286  0.00176406  1.18649e-06  0.631053  
0.492567  6.70742e-05  0.000157862  9.46284e-05  0.57875  1.21885e-05  0.653202  1.03424e-05  
3.86212e-07  1.12947e-05  1.14808e-06  0.857373  6.02802e-05  2.04291e-05  0.51965  1.77331e-05  
3.60272e-08  0.438807  6.07369e-05  0.901518  0.000114984  1.38181e-05  2.46763e-05  0.00127506  
1.28346e-05  0.658183  5.40368e-05  3.64554e-05  1.1828e-06  0.753998  8.87736e-05  3.37178e-05  
7.64507e-08  5.35379e-06  0.396873  1.03871e-05  2.9137e-05  6.06355e-06  7.24095e-07  0.919402  
0.489612  0.00204886  0.00340942  1.8347e-05  3.54976e-06  0.587821  0.647022  1.93312e-07  
0.50473  0.0012931  6.31379e-05  5.73181e-06  0.594998  3.13114e-05  6.2655e-06  0.626532  
2.19893e-06  6.48941e-05  5.59601e-05  0.878397  3.75888e-05  0.486185  2.84753e-06  7.6025e-05  
0.637261  0.00015994  6.13062e-05  0.000127523  3.13355e-05  0.773471  1.19645e-05  9.6585e-06  
0.000175513  0.889876  0.00010085  0.45859  4.85557e-05  7.70763e-05  7.60282e-06  7.55056e-05  
3.55878e-06  7.36759e-08  0.673529  6.87299e-06  0.741549  1.47564e-05  2.40997e-06  2.77485e-06  
0.864899  9.73059e-05  1.68032e-05  7.60462e-05  0.510402  8.19086e-06  3.9873e-06  2.94231e-06  
9.80516e-06  0.000143477  1.60351e-06  0.380588  1.80468e-05  1.09275e-05  0.925781  1.0844e-05  
0.550031  0.586876  0.596823  3.93525e-05  0.000358544  0.000368257  1.12016e-05  1.61171e-05  
1.7739e-07  4.93908e-05  0.532706  0.543012  1.45511e-06  7.80054e-05  0.658734  1.32609e-05  
3.04656e-09  2.139e-10  1.23075e-10  1.61822e-07  4.4997e-07  1.27565e-05  0.906306  0.424587  
1.77231e-08  5.17195e-07  3.08279e-05  0.515599  6.40098e-05  2.13778e-05  0.625541  0.586968  
4.87519e-10  1.66376e-07  6.21792e-10  1.72911e-07  1.55177e-08  1.899e-07  0.470812  0.88251  
0.884995  0.469149  0.000121699  4.52812e-06  2.14458e-06  8.1711e-06  8.57424e-06  9.34738e-05  
0.000108667  0.570317  0.576704  0.587338  4.42793e-05  2.07567e-05  5.56921e-05  1.6805e-05  
6.5582e-08  6.29206e-09  1.26266e-06  1.05646e-05  0.545954  1.78002e-05  0.612798  0.573865  
2.21298e-05  0.551837  0.557109  4.98821e-05  5.89689e-05  0.630925  6.70565e-05  1.32016e-05  
3.75802e-05  0.698238  3.29827e-05  0.717815  8.0103e-06  9.63216e-06  1.43066e-05  2.16927e-05  
8.4875e-07  3.18793e-06  0.654412  5.34648e-05  3.68898e-06  2.05146e-05  1.15936e-06  0.757764  
2.09468e-07  2.60528e-06  0.673227  5.74972e-05  3.49867e-05  0.762191  4.232e-05  1.53723e-05  
0.378571  2.25007e-06  1.53047e-05  3.32779e-05  1.4476e-05  5.86081e-06  7.49386e-06  0.934895  
1.25687e-05  1.39569e-05  1.00557  1.2048e-05  2.56934e-05  1.04478e-05  3.20468e-06  1.29556e-05  
4.53669e-06  0.506371  1.42972e-05  1.23964e-05  4.77819e-06  6.14726e-05  0.630625  0.591049  
3.90176e-12  2.73173e-11  2.84262e-13  2.37627e-09  2.75968e-11  1.39709e-09  1.83655e-07  1.00047  
8.97669e-07  1.43143e-05  0.557007  0.566452  0.612528  7.94728e-05  1.09906e-05  2.31729e-06  
