4.0605e-09  7.18504e-08  1.00293  1.63125e-05  1.56742e-06  2.41372e-07  1.18952e-05  9.09251e-07  2.06955e-06  
0.533257  1.07411e-05  5.75856e-05  3.90652e-06  0.554132  1.46795e-05  1.32193e-05  1.29578e-05  0.650146  
0.563611  2.1496e-05  1.06342e-05  0.583379  0.586116  2.18013e-05  2.35348e-05  1.89073e-05  3.76547e-06  
1.66573e-05  0.889255  5.28391e-06  3.72184e-05  0.458687  3.95394e-06  2.16048e-05  1.53835e-05  5.23403e-05  
1.24671e-06  2.90271e-05  2.78871e-07  0.854346  9.33198e-06  0.522432  1.83952e-06  1.93744e-05  1.07307e-05  
0.000121796  1.90712e-08  1.89133e-06  0.892054  0.452135  8.195e-06  3.0729e-05  1.89104e-05  3.736e-06  
6.03423e-06  1.01097  1.05058e-05  1.3956e-05  9.29711e-06  4.62056e-06  5.80591e-05  1.79612e-05  1.14641e-05  
1.07848e-06  1.45431e-06  2.62449e-06  1.24558e-10  0.510855  1.91865e-05  1.82051e-05  0.617065  0.599081  
4.75163e-10  2.96391e-08  1.76471e-10  3.243e-08  3.1661e-06  0.607016  0.541413  7.70571e-06  0.581811  
4.82582e-07  7.90525e-05  3.47728e-06  9.22508e-08  0.524423  2.21481e-06  0.573989  0.634223  5.94344e-05  
2.99602e-08  3.02727e-05  0.693257  2.47696e-05  0.726365  5.01683e-05  1.47884e-05  4.66901e-06  4.48826e-05  
0.00125757  6.33779e-05  0.527948  0.00117108  0.551859  1.63553e-05  3.13255e-06  7.60546e-06  0.647314  
0.529528  2.14609e-05  7.03867e-05  0.548896  6.99214e-05  1.09326e-07  6.94348e-05  0.00023579  0.64804  
1.24187e-07  8.65573e-09  4.62559e-08  1.40073e-09  1.00034  2.12793e-06  1.45712e-06  1.62783e-05  1.08217e-06  
0.00013725  0.568562  9.37194e-06  0.58412  0.587777  7.0215e-06  4.11836e-06  3.14103e-05  1.24623e-06  
